Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
16509 , 0.16 , -3.48 , 100.00 , 12.25 , 250 , 83.69
16575 , -3.06 , -1.40 , 100.00 , 10.75 , 250 , 82.92
16642 , -4.59 , 3.68 , 100.00 , 12.25 , 250 , 83.22
16707 , 10.35 , -1.83 , 100.00 , 10.75 , 250 , 84.26
16774 , -2.71 , 0.31 , 100.00 , 12.25 , 250 , 83.40
16839 , -6.76 , -1.04 , 100.00 , 12.25 , 250 , 83.00
16906 , 5.49 , -3.04 , 100.00 , 10.75 , 250 , 83.77
16971 , -9.77 , 2.50 , 100.00 , 6.75 , 250 , 81.05
17037 , -4.88 , 1.89 , 100.00 , 12.25 , 250 , 83.19
17103 , 8.90 , -1.26 , 100.00 , 13.75 , 250 , 85.01
17169 , 3.10 , 0.40 , 100.00 , 12.25 , 250 , 83.98
17235 , -8.91 , -1.33 , 100.00 , 12.25 , 250 , 82.78
17301 , -1.76 , -2.62 , 100.00 , 13.75 , 250 , 83.95
17368 , -0.68 , -5.17 , 100.00 , 12.25 , 250 , 83.61
17433 , -2.76 , -1.00 , 100.00 , 8.00 , 250 , 82.12
17499 , -1.01 , -0.82 , 100.00 , 12.50 , 250 , 83.65
17565 , 1.23 , 0.55 , 100.00 , 13.75 , 250 , 84.25
17631 , -5.64 , 0.65 , 100.00 , 8.25 , 250 , 81.91
17697 , 0.76 , -0.07 , 100.00 , 12.25 , 250 , 83.75
17763 , 3.82 , -2.70 , 100.00 , 13.75 , 250 , 84.51
17828 , -1.96 , 3.68 , 100.00 , 12.25 , 250 , 83.48
17895 , -0.93 , -1.61 , 100.00 , 13.75 , 250 , 84.03
17960 , 4.35 , -2.28 , 100.00 , 12.25 , 250 , 84.11
18027 , -4.15 , 0.92 , 100.00 , 12.25 , 250 , 83.26
18093 , -8.97 , -3.42 , 100.00 , 8.00 , 250 , 81.50
18159 , -2.70 , -0.39 , 100.00 , 13.75 , 250 , 83.85
18225 , 0.00 , -1.62 , 100.00 , 15.25 , 250 , 84.57
18290 , -2.77 , -0.12 , 100.00 , 8.25 , 250 , 82.20
18357 , -0.89 , 0.32 , 100.00 , 16.75 , 250 , 84.94
18422 , -2.49 , -1.04 , 100.00 , 15.25 , 250 , 84.33
18489 , -2.90 , -0.39 , 100.00 , 15.25 , 250 , 84.29
18554 , 0.47 , -0.44 , 100.00 , 16.75 , 250 , 85.07
18620 , 2.73 , -0.67 , 100.00 , 15.00 , 250 , 84.77
18686 , -5.05 , -0.35 , 100.00 , 16.75 , 250 , 84.52
18752 , -2.45 , 0.79 , 100.00 , 9.00 , 250 , 82.45
18819 , -2.70 , 0.28 , 100.00 , 16.75 , 250 , 84.75
18884 , -3.92 , 1.49 , 100.00 , 16.75 , 250 , 84.63
18951 , -2.59 , 0.64 , 100.00 , 15.00 , 250 , 84.24
19016 , 0.32 , -2.87 , 100.00 , 16.75 , 250 , 85.06
19082 , -9.21 , -1.42 , 100.00 , 15.25 , 250 , 83.65
19148 , -4.12 , -4.82 , 100.00 , 16.75 , 250 , 84.61
19214 , -1.86 , 0.51 , 100.00 , 13.75 , 250 , 83.94
19280 , -13.10 , 0.86 , 100.00 , 13.75 , 250 , 82.82
19346 , -11.16 , 0.96 , 100.00 , 15.25 , 250 , 83.46
19411 , 5.57 , -1.99 , 100.00 , 8.25 , 250 , 83.03
19478 , -3.85 , 0.33 , 100.00 , 15.25 , 250 , 84.19
19544 , -1.88 , 3.22 , 100.00 , 13.75 , 250 , 83.94
19610 , -2.63 , 1.43 , 100.00 , 15.25 , 250 , 84.31
19676 , -1.37 , 0.96 , 100.00 , 14.00 , 250 , 84.06
19742 , -3.96 , -2.34 , 100.00 , 12.25 , 250 , 83.28
19808 , -3.46 , -1.66 , 100.00 , 14.00 , 250 , 83.85
19873 , -5.13 , 0.10 , 100.00 , 6.25 , 250 , 81.36
19940 , -2.59 , -1.06 , 100.00 , 13.75 , 250 , 83.87
20005 , 2.35 , -1.54 , 100.00 , 12.25 , 250 , 83.91
20072 , -0.85 , -2.18 , 100.00 , 6.75 , 250 , 81.94
20137 , 3.33 , -2.76 , 100.00 , 14.00 , 250 , 84.53
20204 , 5.17 , -0.12 , 100.00 , 12.25 , 250 , 84.19
20270 , 4.30 , 0.71 , 100.00 , 13.75 , 250 , 84.56
20335 , -5.16 , -1.72 , 100.00 , 12.25 , 250 , 83.16
20402 , 1.17 , 0.83 , 100.00 , 14.00 , 250 , 84.32
20467 , -4.45 , 2.36 , 100.00 , 12.50 , 250 , 83.31
20534 , -7.08 , 1.07 , 100.00 , 6.25 , 250 , 81.17
20599 , 3.53 , -3.17 , 100.00 , 13.75 , 250 , 84.48
20666 , 0.76 , -2.06 , 100.00 , 12.25 , 250 , 83.75
20731 , -3.57 , 0.26 , 100.00 , 8.50 , 250 , 82.19
20797 , 5.64 , -1.92 , 100.00 , 12.25 , 250 , 84.24
20864 , -0.67 , 1.13 , 100.00 , 12.25 , 250 , 83.61
20929 , -0.03 , -2.36 , 100.00 , 12.25 , 250 , 83.67
20996 , -4.81 , 0.96 , 100.00 , 10.75 , 250 , 82.74
21061 , -0.02 , 5.75 , 100.00 , 12.25 , 250 , 83.67
21127 , 1.07 , 2.01 , 100.00 , 10.75 , 250 , 83.33
21193 , -1.12 , -1.28 , 100.00 , 6.50 , 250 , 81.84
21259 , -1.73 , 3.62 , 100.00 , 10.75 , 250 , 83.05
21325 , 0.60 , -0.87 , 100.00 , 10.75 , 250 , 83.28
21391 , 1.71 , -1.57 , 100.00 , 12.25 , 250 , 83.85
21457 , 10.39 , 0.31 , 100.00 , 10.75 , 250 , 84.26
21523 , -5.03 , -0.85 , 100.00 , 12.50 , 250 , 83.25
21588 , -4.94 , 3.02 , 100.00 , 10.75 , 250 , 82.73
21655 , 8.24 , 1.60 , 100.00 , 12.25 , 250 , 84.50
21721 , -4.64 , -2.48 , 100.00 , 12.50 , 250 , 83.29
21787 , -5.59 , 2.16 , 100.00 , 10.75 , 250 , 82.67
21853 , 1.12 , 1.56 , 100.00 , 7.00 , 250 , 82.21
21918 , -6.16 , 4.55 , 100.00 , 10.75 , 250 , 82.61
21985 , 2.52 , -3.30 , 100.00 , 12.25 , 250 , 83.93
22050 , 1.22 , -0.04 , 100.00 , 10.75 , 250 , 83.35
22117 , -3.82 , -2.65 , 100.00 , 9.50 , 250 , 82.47
22182 , 5.36 , 5.22 , 100.00 , 11.00 , 250 , 83.84
22248 , 0.96 , 0.65 , 100.00 , 9.25 , 250 , 82.87
22315 , 5.20 , -1.06 , 100.00 , 5.25 , 250 , 82.09
22380 , -4.00 , -4.46 , 100.00 , 9.50 , 250 , 82.45
22447 , 4.21 , -3.36 , 100.00 , 11.00 , 250 , 83.72
22512 , 3.64 , -1.22 , 100.00 , 5.25 , 250 , 81.94
22579 , -5.64 , 2.38 , 100.00 , 9.25 , 250 , 82.21
22644 , 0.31 , 1.79 , 100.00 , 11.00 , 250 , 83.33
22710 , 9.79 , 1.12 , 100.00 , 9.25 , 250 , 83.75
22776 , -2.62 , -0.47 , 100.00 , 11.00 , 250 , 83.04
22842 , 6.76 , -1.47 , 100.00 , 9.50 , 250 , 83.53
22908 , 5.62 , 0.84 , 100.00 , 9.50 , 250 , 83.41
22974 , 1.58 , -1.44 , 100.00 , 5.25 , 250 , 81.73
23041 , 6.41 , -0.76 , 100.00 , 9.50 , 250 , 83.49
23106 , 8.58 , -0.93 , 100.00 , 11.00 , 250 , 84.16
23172 , 6.12 , -1.40 , 100.00 , 4.00 , 250 , 81.81
23238 , -0.98 , -2.25 , 100.00 , 11.00 , 250 , 83.20
23304 , 5.47 , -1.80 , 100.00 , 9.25 , 250 , 83.32
23370 , 0.43 , 1.53 , 100.00 , 9.50 , 250 , 82.89
23436 , -3.91 , 0.61 , 100.00 , 11.00 , 250 , 82.91
23501 , 3.83 , -0.76 , 100.00 , 9.50 , 250 , 83.23
23568 , -4.83 , -3.07 , 100.00 , 11.00 , 250 , 82.82
23633 , -6.87 , -0.55 , 100.00 , 3.50 , 250 , 80.36
23700 , 5.36 , -1.24 , 100.00 , 11.00 , 250 , 83.84
23766 , 10.19 , -2.05 , 100.00 , 11.00 , 250 , 84.32
23832 , -0.76 , -0.54 , 100.00 , 9.25 , 250 , 82.70
23898 , 0.91 , 0.95 , 100.00 , 11.00 , 250 , 83.39
23963 , 3.68 , 1.16 , 100.00 , 9.50 , 250 , 83.22
24030 , -4.19 , 0.41 , 100.00 , 11.00 , 250 , 82.88
24095 , -2.12 , -0.07 , 100.00 , 9.50 , 250 , 82.64
24162 , -0.67 , 0.01 , 100.00 , 9.50 , 250 , 82.78
24227 , 0.08 , 0.16 , 100.00 , 11.00 , 250 , 83.31
24293 , -5.08 , -2.36 , 100.00 , 5.25 , 250 , 81.07
24359 , 1.21 , 0.21 , 100.00 , 12.50 , 250 , 83.87
24425 , 7.64 , -1.09 , 100.00 , 10.75 , 250 , 83.99
24492 , -4.23 , 0.55 , 100.00 , 12.50 , 250 , 83.33
24557 , 4.56 , 1.52 , 100.00 , 14.00 , 250 , 84.66
24624 , 3.14 , -2.98 , 100.00 , 12.25 , 250 , 83.99
24689 , -5.43 , -2.82 , 100.00 , 13.75 , 250 , 83.58
24755 , 2.71 , 2.90 , 100.00 , 6.50 , 250 , 82.22
24821 , 3.15 , 0.13 , 100.00 , 13.75 , 250 , 84.44
24887 , 5.22 , 0.10 , 100.00 , 13.50 , 250 , 84.57
24953 , 2.16 , 1.90 , 100.00 , 8.00 , 250 , 82.62
25019 , 1.06 , -1.04 , 100.00 , 15.25 , 250 , 84.68
25085 , 0.86 , -2.02 , 100.00 , 13.75 , 250 , 84.21
25151 , -3.18 , -2.44 , 100.00 , 15.50 , 250 , 84.33
25217 , 1.30 , -2.09 , 100.00 , 13.75 , 250 , 84.26
25283 , -3.43 , -1.05 , 100.00 , 15.25 , 250 , 84.23
25349 , -2.55 , -1.24 , 100.00 , 13.75 , 250 , 83.87
25415 , 2.31 , 0.86 , 100.00 , 8.00 , 250 , 82.63
25481 , 3.39 , 0.21 , 100.00 , 15.25 , 250 , 84.91
25547 , -4.81 , -2.87 , 100.00 , 13.75 , 250 , 83.64
25613 , -0.11 , 0.87 , 100.00 , 9.75 , 250 , 82.91
25678 , 1.44 , 2.78 , 100.00 , 13.75 , 250 , 84.27
25745 , -1.01 , 0.42 , 100.00 , 15.25 , 250 , 84.47
25810 , -1.31 , 3.06 , 100.00 , 15.25 , 250 , 84.44
25877 , 2.64 , -2.43 , 100.00 , 13.75 , 250 , 84.39
25943 , -1.52 , -1.51 , 100.00 , 15.25 , 250 , 84.42
26008 , -4.30 , 2.90 , 100.00 , 15.25 , 250 , 84.15
26075 , -2.33 , 1.28 , 100.00 , 11.00 , 250 , 83.07
26140 , -2.46 , -2.40 , 100.00 , 15.25 , 250 , 84.33
26207 , -5.55 , -3.35 , 100.00 , 15.25 , 250 , 84.02
26272 , 7.83 , 3.28 , 100.00 , 16.75 , 250 , 85.81
26339 , -8.51 , 2.43 , 100.00 , 15.25 , 250 , 83.72
26404 , -8.72 , -3.07 , 100.00 , 16.75 , 250 , 84.15
26470 , 0.18 , -0.74 , 100.00 , 15.25 , 250 , 84.59
26536 , -5.69 , -0.42 , 100.00 , 16.75 , 250 , 84.46
26602 , -6.81 , -2.92 , 100.00 , 16.75 , 250 , 84.34
26669 , -3.28 , 2.29 , 100.00 , 15.25 , 250 , 84.25
26734 , -0.64 , 1.84 , 100.00 , 11.25 , 250 , 83.31
26800 , -9.73 , -4.58 , 100.00 , 13.50 , 250 , 83.08
26866 , -4.01 , -1.59 , 100.00 , 15.25 , 250 , 84.17
26932 , -1.62 , -1.56 , 100.00 , 13.75 , 250 , 83.96
26998 , -4.90 , -2.22 , 100.00 , 13.75 , 250 , 83.63
27064 , -9.65 , -1.34 , 100.00 , 15.25 , 250 , 83.61
27130 , -1.27 , -3.21 , 100.00 , 12.25 , 250 , 83.55
27196 , -3.05 , 0.84 , 100.00 , 8.00 , 250 , 82.09
27261 , -9.29 , -0.45 , 100.00 , 12.50 , 250 , 82.82
27328 , 2.06 , -0.99 , 100.00 , 12.50 , 250 , 83.96
27394 , 1.41 , -1.06 , 100.00 , 5.50 , 250 , 81.79
27460 , -0.55 , -0.79 , 100.00 , 10.75 , 250 , 83.17
27526 , 11.62 , 0.32 , 100.00 , 10.75 , 250 , 84.39
27591 , 1.54 , -0.56 , 100.00 , 9.25 , 250 , 82.93
27658 , -1.35 , -1.36 , 100.00 , 11.00 , 250 , 83.17
27723 , 2.00 , -2.78 , 100.00 , 9.50 , 250 , 83.05
27790 , 0.74 , -0.58 , 100.00 , 10.00 , 250 , 83.07
27855 , -4.06 , 0.13 , 100.00 , 5.00 , 250 , 81.09
27922 , 2.90 , 0.05 , 100.00 , 9.50 , 250 , 83.14
27987 , 5.23 , -0.81 , 100.00 , 11.00 , 250 , 83.82
28053 , -0.17 , 2.62 , 100.00 , 3.75 , 250 , 81.11
28120 , 4.21 , 0.90 , 100.00 , 11.00 , 250 , 83.72
28185 , 9.84 , -0.10 , 100.00 , 9.25 , 250 , 83.76
28252 , 0.30 , -0.74 , 100.00 , 9.50 , 250 , 82.88
28317 , 6.55 , 0.27 , 100.00 , 11.00 , 250 , 83.96
28383 , 7.26 , -3.17 , 100.00 , 9.50 , 250 , 83.58
28449 , -2.49 , -0.49 , 100.00 , 10.75 , 250 , 82.98
28515 , 0.48 , -2.22 , 100.00 , 3.50 , 250 , 81.10
28581 , 7.02 , -0.36 , 100.00 , 11.00 , 250 , 84.00
28647 , 2.03 , -0.28 , 100.00 , 11.50 , 250 , 83.65
28713 , -0.72 , -4.28 , 100.00 , 13.75 , 250 , 84.05
28779 , 3.75 , 0.13 , 100.00 , 19.75 , 250 , 86.30
28845 , 1.79 , 1.04 , 100.00 , 21.50 , 250 , 86.63
28911 , -9.80 , -2.64 , 100.00 , 26.25 , 250 , 86.89
28977 , -5.28 , -1.21 , 100.00 , 33.00 , 250 , 89.37
29043 , -3.90 , 1.32 , 100.00 , 33.50 , 250 , 89.66
29109 , -23.60 , -2.62 , 100.00 , 34.75 , 250 , 88.07
29175 , -15.11 , -1.57 , 100.00 , 27.50 , 250 , 86.74
29241 , -19.54 , -2.42 , 100.00 , 34.75 , 250 , 88.47
29306 , -26.93 , 2.73 , 100.00 , 33.00 , 250 , 87.21
29373 , -22.53 , 1.15 , 100.00 , 35.00 , 250 , 88.25
29438 , -23.62 , -2.57 , 100.00 , 33.50 , 250 , 87.69
29505 , -26.50 , -2.04 , 100.00 , 24.50 , 250 , 84.70
29571 , -28.39 , -0.19 , 100.00 , 11.25 , 250 , 80.54
29636 , -13.81 , -1.49 , 100.00 , 3.75 , 250 , 79.74
29703 , -6.41 , -2.61 , 100.00 , 11.25 , 250 , 82.73
29768 , -1.39 , -0.81 , 100.00 , -7.50 , 250 , 77.61
29835 , 9.21 , -0.96 , 100.00 , -35.25 , 250 , 70.35
29900 , 6.93 , 3.91 , 100.00 , -47.75 , 250 , 66.37
29966 , 26.87 , 4.07 , 100.00 , -76.50 , 250 , 59.74
30032 , 48.03 , -1.29 , 100.00 , -76.50 , 250 , 61.85
30098 , 53.62 , 1.78 , 100.00 , -89.75 , 250 , 58.44
30163 , 68.08 , -1.80 , 100.00 , -89.75 , 250 , 59.88
30230 , 82.42 , 4.90 , 100.00 , -90.00 , 250 , 61.24
30296 , 81.18 , -3.61 , 100.00 , -97.25 , 250 , 58.94
30362 , 80.51 , 1.12 , 100.00 , -90.00 , 250 , 61.05
30428 , 89.21 , -0.72 , 100.00 , -90.00 , 250 , 61.92
30494 , 76.45 , 1.61 , 100.00 , -90.00 , 250 , 60.64
30560 , 81.55 , -2.01 , 100.00 , -89.75 , 250 , 61.23
30625 , 81.76 , -1.65 , 100.00 , -90.00 , 250 , 61.18
30692 , 76.58 , 1.95 , 100.00 , -89.75 , 250 , 60.73
30757 , 83.26 , -1.54 , 100.00 , -89.75 , 250 , 61.40
30824 , 83.75 , 2.35 , 100.00 , -90.00 , 250 , 61.38
30889 , 87.59 , -0.60 , 100.00 , -90.00 , 250 , 61.76
30955 , 77.06 , 3.26 , 100.00 , -95.75 , 250 , 58.98
30999 , 91.11 , 0.61 , 100.00 , -89.75 , 250 , 62.19
31066 , 85.43 , 1.79 , 100.00 , -90.00 , 250 , 61.54
31131 , 83.61 , 1.65 , 100.00 , -91.25 , 250 , 60.99
31198 , 81.00 , 0.72 , 100.00 , -90.00 , 250 , 61.10
31263 , 86.00 , -3.11 , 100.00 , -90.00 , 250 , 61.60
31330 , 76.29 , -1.32 , 100.00 , -89.75 , 250 , 60.70
31395 , 90.42 , 0.37 , 100.00 , -95.50 , 250 , 60.39
31461 , 89.43 , -0.90 , 100.00 , -91.50 , 250 , 61.49
31527 , 79.40 , -1.20 , 100.00 , -89.75 , 250 , 61.01
31593 , 90.07 , 1.30 , 100.00 , -89.75 , 250 , 62.08
31660 , 78.00 , -1.21 , 100.00 , -89.75 , 250 , 60.87
31725 , 83.30 , -3.49 , 100.00 , -89.75 , 250 , 61.40
31791 , 82.16 , -0.61 , 100.00 , -89.75 , 250 , 61.29
31857 , 76.97 , -1.15 , 100.00 , -90.00 , 250 , 60.70
31923 , 78.43 , -2.64 , 100.00 , -91.50 , 250 , 60.39
31989 , 79.79 , -0.30 , 100.00 , -73.75 , 250 , 65.85
32055 , 91.64 , 3.17 , 100.00 , -22.25 , 250 , 82.49
32121 , 84.13 , -0.05 , 100.00 , 10.25 , 250 , 91.49
32187 , 88.88 , 1.41 , 100.00 , 9.00 , 250 , 91.59
32253 , 37.95 , -1.39 , 100.00 , 10.50 , 250 , 86.94
32319 , 12.70 , -0.89 , 100.00 , 10.75 , 250 , 84.49
32386 , 14.09 , -3.06 , 100.00 , 9.25 , 250 , 84.18
32451 , 7.58 , 4.24 , 100.00 , 10.50 , 250 , 83.91
32517 , 4.52 , -0.82 , 100.00 , 3.25 , 250 , 81.43
32583 , 7.63 , -1.49 , 97.37 , 10.50 , 243 , 83.93
32649 , 14.59 , 0.98 , 87.75 , 9.25 , 219 , 84.44
32715 , 6.03 , -1.42 , 86.25 , 3.50 , 215 , 81.75
32781 , 6.09 , 2.50 , 79.37 , 10.50 , 198 , 83.92
32846 , 14.88 , -2.91 , 71.00 , 9.25 , 177 , 84.88
32913 , 5.18 , -1.80 , 66.87 , 10.50 , 167 , 83.93
32978 , 11.67 , -0.43 , 60.38 , 9.00 , 150 , 84.65
33045 , 15.49 , -0.44 , 59.25 , 10.75 , 148 , 85.84
33111 , 2.91 , 1.47 , 56.25 , 10.25 , 140 , 83.60
33177 , 2.74 , 0.26 , 58.38 , 2.75 , 145 , 81.30
33243 , -0.67 , -2.03 , 59.25 , 10.75 , 148 , 83.11
33308 , 2.50 , -1.95 , 58.38 , 8.75 , 145 , 83.06
33375 , -1.81 , 1.05 , 59.25 , 10.50 , 148 , 82.84
33440 , 1.44 , -2.28 , 58.38 , 9.00 , 145 , 82.95
33507 , 3.03 , 1.80 , 59.13 , 8.75 , 147 , 83.14
33572 , 6.39 , -1.03 , 59.13 , 10.50 , 147 , 84.24
33638 , -2.39 , 2.55 , 58.38 , 9.25 , 145 , 82.36
33704 , 4.55 , 2.22 , 59.25 , 10.25 , 148 , 83.84
33770 , 5.29 , 0.27 , 55.63 , 8.50 , 139 , 83.50
33837 , 4.69 , -2.19 , 59.13 , -0.75 , 147 , 80.57
33902 , -2.78 , -1.02 , 59.25 , 9.00 , 148 , 82.23
33969 , 5.31 , 2.00 , 58.38 , 8.75 , 145 , 83.54
34034 , 9.35 , -1.56 , 59.13 , 10.50 , 147 , 84.74
34100 , 0.56 , 0.05 , 58.38 , 9.00 , 145 , 82.80
34166 , 2.48 , 1.85 , 59.25 , 10.50 , 148 , 83.57
34232 , -0.22 , -0.14 , 55.50 , 8.75 , 138 , 82.59
34298 , 4.67 , 0.02 , 59.13 , 10.75 , 147 , 84.02
34364 , -0.67 , -1.61 , 59.13 , 11.25 , 147 , 83.26
34430 , 3.11 , 2.53 , 55.63 , 14.25 , 139 , 84.83
34496 , -2.83 , -0.86 , 59.13 , 48.00 , 147 , 93.92
34563 , -1.88 , -0.47 , 58.38 , 69.00 , 145 , 100.38
34628 , -22.43 , 0.29 , 59.13 , 83.00 , 147 , 101.09
34695 , -41.02 , -1.81 , 58.38 , 82.50 , 145 , 97.68
34760 , -58.94 , -0.72 , 59.13 , 27.75 , 147 , 78.30
34826 , -55.64 , 0.67 , 59.13 , 13.50 , 147 , 74.59
34891 , -35.16 , -1.04 , 55.38 , 9.25 , 138 , 76.41
34958 , 13.90 , -1.69 , 59.13 , 5.00 , 147 , 83.86
35023 , 16.03 , 0.05 , 58.38 , 9.50 , 145 , 85.61
35090 , 15.16 , -2.55 , 56.38 , 8.25 , 140 , 85.18
35155 , -4.69 , -2.06 , 59.13 , -21.25 , 147 , 72.83
35221 , -6.93 , 0.94 , 58.38 , -57.00 , 145 , 61.71
35288 , 9.15 , -0.79 , 58.25 , -90.00 , 145 , 54.58
35353 , 50.36 , -0.88 , 59.13 , -89.75 , 147 , 61.64
35419 , 74.24 , 0.06 , 58.38 , -89.75 , 145 , 65.88
35485 , 89.29 , 0.84 , 59.25 , -89.75 , 148 , 68.16
35551 , 91.80 , -2.24 , 52.63 , -91.25 , 131 , 70.14
35617 , 104.77 , -0.85 , 59.13 , -95.75 , 147 , 69.09
35683 , 90.58 , 0.07 , 59.13 , -89.75 , 147 , 68.48
35749 , 84.54 , -1.60 , 58.38 , -89.50 , 145 , 67.73
35815 , 80.28 , -1.67 , 59.25 , -90.00 , 148 , 66.56
35880 , 86.32 , 2.60 , 58.38 , -90.00 , 145 , 67.88
35947 , 87.47 , -1.38 , 59.13 , -89.75 , 147 , 67.95
36013 , 67.38 , -0.31 , 59.13 , -91.50 , 147 , 64.01
36079 , 77.59 , 2.38 , 58.38 , -89.75 , 145 , 66.45
36145 , 89.66 , -1.57 , 59.13 , -90.00 , 147 , 68.25
36211 , 97.57 , -0.80 , 55.63 , -89.75 , 139 , 70.62
36277 , 83.48 , -4.06 , 59.25 , -95.50 , 148 , 65.45
36342 , 82.05 , 0.07 , 58.25 , -90.25 , 145 , 67.07
36409 , 85.45 , -0.12 , 59.25 , -89.75 , 148 , 67.51
36474 , 103.13 , 1.18 , 59.13 , -90.00 , 147 , 70.54
36541 , 93.07 , 1.17 , 58.38 , -90.00 , 145 , 69.05
36606 , 78.15 , -2.69 , 59.13 , -90.00 , 147 , 66.29
36672 , 86.95 , -2.88 , 55.38 , -89.50 , 138 , 68.90
36739 , 88.35 , 1.17 , 59.13 , -89.75 , 147 , 68.10
36804 , 88.68 , 1.13 , 59.13 , -91.50 , 147 , 67.63
36871 , 80.96 , -2.06 , 55.63 , -89.75 , 139 , 67.64
36936 , 82.89 , -0.51 , 59.13 , -95.50 , 147 , 65.45
37003 , 83.92 , -1.21 , 58.38 , -89.75 , 145 , 67.54
37068 , 86.48 , -0.12 , 59.13 , -89.75 , 147 , 67.78
37134 , 78.90 , -0.66 , 58.38 , -89.75 , 145 , 66.68
37200 , 93.34 , -0.52 , 59.13 , -90.00 , 147 , 68.87
37266 , 86.41 , -0.01 , 59.25 , -89.75 , 148 , 67.67
37332 , 86.91 , 1.44 , 55.50 , -90.00 , 138 , 68.75
37398 , 90.96 , -0.56 , 59.25 , -95.75 , 148 , 66.64
37464 , 84.81 , -0.48 , 58.38 , -89.75 , 145 , 67.70
37530 , 89.62 , 0.47 , 59.13 , -90.00 , 147 , 68.24
37596 , 91.38 , -0.86 , 59.25 , -97.00 , 148 , 66.34
37662 , 89.73 , -1.52 , 58.25 , -90.00 , 145 , 68.47
37728 , 85.94 , 1.73 , 59.13 , -89.75 , 147 , 67.69
37794 , 96.96 , 1.05 , 58.38 , -89.75 , 145 , 69.79
37860 , 90.40 , -1.87 , 59.25 , -89.75 , 148 , 68.34
37925 , 90.24 , 0.61 , 58.38 , -89.75 , 145 , 68.63
37992 , 70.25 , 1.41 , 56.38 , -89.75 , 140 , 65.62
38057 , 84.12 , 0.08 , 59.13 , -97.25 , 147 , 65.13
38124 , 87.21 , 0.07 , 58.25 , -90.00 , 145 , 68.04
38190 , 86.00 , 0.11 , 59.13 , -89.75 , 147 , 67.70
38256 , 87.92 , -3.06 , 58.38 , -90.00 , 145 , 68.16
38322 , 88.76 , 0.73 , 59.13 , -89.75 , 147 , 68.17
38387 , 89.07 , -2.65 , 59.13 , -91.50 , 147 , 67.70
38454 , 83.20 , 0.66 , 58.38 , -89.75 , 145 , 67.42
38519 , 93.23 , 0.95 , 59.13 , -90.00 , 147 , 68.86
38586 , 82.60 , -3.30 , 58.25 , -89.75 , 145 , 67.32
38651 , 98.97 , 1.92 , 56.38 , -90.00 , 140 , 70.67
38717 , 87.61 , 1.04 , 58.38 , -95.50 , 145 , 66.46
38784 , 85.50 , -0.15 , 59.13 , -89.75 , 147 , 67.62
38849 , 88.65 , 0.64 , 59.13 , -91.25 , 147 , 67.70
38916 , 93.57 , -0.47 , 58.38 , -90.00 , 145 , 69.13
38981 , 86.63 , -0.22 , 59.13 , -89.75 , 147 , 67.81
39048 , 77.55 , -0.87 , 58.38 , -89.75 , 145 , 66.45
39113 , 79.10 , -4.05 , 56.25 , -89.75 , 140 , 67.20
39179 , 83.29 , -2.02 , 58.38 , -89.75 , 145 , 67.44
39245 , 88.26 , -1.43 , 58.25 , -90.00 , 145 , 68.22
39311 , 78.50 , -1.44 , 56.38 , -89.75 , 140 , 67.09
39377 , 96.58 , -1.44 , 58.38 , -95.25 , 145 , 68.08
39443 , 89.41 , -1.61 , 59.13 , -37.25 , 147 , 84.03
39510 , 92.75 , -4.86 , 59.13 , -2.25 , 147 , 95.10
39575 , 57.65 , -1.57 , 58.50 , 9.50 , 146 , 92.72
39642 , 4.67 , 0.89 , 58.38 , 9.25 , 145 , 83.58
39707 , -8.36 , -1.62 , 59.13 , 11.00 , 147 , 81.88
39773 , -17.64 , -0.78 , 55.38 , 9.25 , 138 , 79.58
39839 , -8.04 , 1.26 , 59.13 , 5.25 , 147 , 80.21
39905 , 10.99 , -0.59 , 58.25 , 9.50 , 145 , 84.74
39971 , 11.24 , -1.82 , 56.38 , 11.00 , 140 , 85.31
40037 , -0.94 , -2.45 , 59.25 , 5.25 , 148 , 81.42
40103 , -4.29 , -1.76 , 58.38 , 9.25 , 145 , 82.04
40169 , 3.46 , -1.56 , 59.13 , 11.00 , 147 , 83.89
40235 , 2.37 , -5.35 , 58.38 , 9.50 , 145 , 83.26
40301 , -2.53 , -1.42 , 59.13 , 11.00 , 147 , 82.87
40367 , 2.50 , -2.97 , 58.38 , 9.25 , 145 , 83.21
40433 , 1.76 , -3.68 , 56.13 , 9.25 , 140 , 83.09
40499 , 0.55 , 1.13 , 59.13 , 5.00 , 147 , 81.59
40564 , -2.14 , -0.81 , 58.25 , 9.50 , 145 , 82.48
40631 , 5.19 , -0.98 , 59.13 , 11.00 , 147 , 84.18
40696 , 1.29 , 0.98 , 58.38 , 9.25 , 145 , 83.00
