Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
183239 , -0.87 , -2.41 , 100.00 , 3.00 , 250 , 81.86
183305 , 2.97 , 2.87 , 100.00 , 1.75 , 250 , 82.24
183371 , -4.82 , -1.39 , 100.00 , 3.25 , 250 , 81.99
183437 , -4.26 , -1.64 , 100.00 , 1.75 , 250 , 81.38
183503 , 3.01 , 0.43 , 100.00 , -4.00 , 250 , 80.80
183569 , -6.16 , 0.22 , 100.00 , 3.25 , 250 , 80.96
183634 , 0.79 , -1.83 , 100.00 , 1.75 , 250 , 81.05
183701 , 8.36 , -1.32 , 100.00 , 3.25 , 250 , 82.59
183767 , 5.45 , -0.38 , 100.00 , 1.75 , 250 , 83.24
183833 , 1.99 , -3.88 , 100.00 , 3.00 , 250 , 83.80
183899 , -1.18 , -0.75 , 100.00 , 1.50 , 250 , 83.52
183965 , -2.11 , -1.47 , 100.00 , 1.50 , 250 , 83.27
184031 , -5.86 , -1.92 , 100.00 , 3.25 , 250 , 82.86
184096 , -2.04 , 0.52 , 100.00 , 1.75 , 250 , 82.52
184163 , -2.83 , 2.05 , 100.00 , -2.50 , 250 , 81.42
184228 , -4.92 , 0.46 , 100.00 , 1.75 , 250 , 81.30
184295 , -1.42 , 0.80 , 100.00 , 3.25 , 250 , 81.53
184360 , -1.07 , 1.69 , 100.00 , 3.25 , 250 , 81.65
184426 , 1.55 , -1.54 , 100.00 , 1.50 , 250 , 81.77
184493 , -0.50 , -1.34 , 100.00 , 3.25 , 250 , 82.13
184558 , 4.11 , 1.58 , 100.00 , 2.25 , 250 , 82.72
184625 , -7.97 , 0.53 , 100.00 , 2.25 , 250 , 81.81
184690 , 0.16 , 2.10 , 100.00 , 20.75 , 250 , 85.56
184757 , 0.81 , 1.18 , 100.00 , 22.75 , 250 , 87.85
184822 , -12.94 , -2.36 , 100.00 , 15.50 , 250 , 86.67
184889 , -20.72 , -1.32 , 100.00 , 21.00 , 250 , 86.25
184954 , -16.77 , 1.23 , 100.00 , 22.00 , 250 , 86.03
185020 , -18.10 , 0.20 , 100.00 , 20.50 , 250 , 85.26
185086 , -23.97 , -3.89 , 100.00 , 20.50 , 250 , 83.90
185152 , -19.54 , -1.38 , 100.00 , 11.75 , 250 , 81.48
185219 , -15.10 , -0.11 , 100.00 , 12.25 , 250 , 80.67
185284 , -11.86 , -1.26 , 100.00 , 10.50 , 250 , 79.91
185351 , -2.10 , -2.97 , 100.00 , 18.25 , 250 , 82.13
185416 , 10.94 , 0.30 , 100.00 , 19.50 , 250 , 85.49
185482 , -2.15 , -0.95 , 100.00 , 13.50 , 250 , 85.74
185548 , -6.08 , -4.45 , 100.00 , 20.75 , 250 , 87.41
185614 , -9.10 , -2.57 , 100.00 , 18.75 , 250 , 87.57
185680 , -19.98 , -2.43 , 100.00 , 18.25 , 250 , 86.40
185746 , -21.81 , -0.54 , 100.00 , 19.00 , 250 , 85.18
185811 , -16.88 , -0.06 , 100.00 , 16.75 , 250 , 84.18
185878 , -18.12 , -0.26 , 100.00 , 17.00 , 250 , 83.29
185944 , -21.75 , 0.62 , 100.00 , 5.00 , 250 , 79.67
186010 , -15.21 , -0.52 , 100.00 , 7.75 , 250 , 78.68
186076 , -0.02 , 1.95 , 100.00 , 3.75 , 250 , 78.70
186142 , 0.42 , 0.45 , 100.00 , 2.00 , 250 , 78.82
186208 , 3.82 , -1.07 , 100.00 , 3.50 , 250 , 79.85
186273 , 16.14 , -1.39 , 100.00 , 2.00 , 250 , 82.00
186340 , 3.72 , 4.04 , 100.00 , 3.50 , 250 , 82.91
186405 , 1.42 , -1.51 , 100.00 , 2.00 , 250 , 83.04
186472 , -3.33 , -3.31 , 100.00 , 3.50 , 250 , 82.98
186537 , -0.82 , -2.20 , 100.00 , 3.50 , 250 , 83.11
186603 , -5.35 , -1.15 , 100.00 , -3.50 , 250 , 81.30
186670 , -1.09 , 2.88 , 100.00 , 3.50 , 250 , 82.12
186735 , -2.06 , 0.34 , 100.00 , 2.00 , 250 , 81.82
186802 , -1.63 , 1.56 , 100.00 , 3.50 , 250 , 82.03
186867 , -1.38 , 2.15 , 100.00 , 2.00 , 250 , 81.82
186934 , -4.08 , -3.23 , 100.00 , 2.00 , 250 , 81.42
186999 , 1.39 , -1.37 , 100.00 , 3.50 , 250 , 82.03
187065 , -2.44 , -2.91 , 100.00 , 1.25 , 250 , 81.55
187131 , 2.96 , -2.04 , 100.00 , 3.50 , 250 , 82.43
187197 , -2.01 , -1.32 , 100.00 , 1.25 , 250 , 81.98
187264 , -3.33 , -3.85 , 100.00 , -8.75 , 250 , 79.70
187329 , -1.44 , -2.64 , 100.00 , -8.00 , 250 , 78.82
187396 , 0.09 , 3.16 , 100.00 , -10.25 , 250 , 77.68
187461 , 3.52 , 1.46 , 100.00 , -8.25 , 250 , 77.62
187527 , 22.85 , 4.37 , 100.00 , -9.50 , 250 , 79.69
187593 , 19.23 , 3.17 , 100.00 , -8.50 , 250 , 81.49
187659 , 12.53 , 7.09 , 100.00 , -11.50 , 250 , 81.72
187725 , 16.67 , -1.14 , 100.00 , -15.25 , 250 , 82.03
187791 , 13.70 , -2.40 , 100.00 , -9.25 , 250 , 83.48
187856 , 1.31 , 2.49 , 100.00 , -10.75 , 250 , 82.38
187923 , -3.16 , -0.87 , 100.00 , -16.75 , 250 , 79.67
187988 , 6.52 , 0.19 , 100.00 , -12.25 , 250 , 79.81
188055 , 4.68 , 1.11 , 100.00 , -12.50 , 250 , 79.21
188121 , 5.15 , -1.05 , 100.00 , -13.25 , 250 , 78.58
188187 , 12.15 , -0.65 , 100.00 , -17.00 , 250 , 78.24
188253 , 11.98 , 1.18 , 100.00 , -17.25 , 250 , 78.21
188318 , 13.66 , -1.71 , 100.00 , -17.75 , 250 , 78.32
188385 , 17.02 , -0.33 , 100.00 , -20.50 , 250 , 78.40
188450 , 18.80 , -0.51 , 100.00 , -16.00 , 250 , 79.82
188517 , 9.83 , -1.89 , 100.00 , -14.50 , 250 , 79.88
188582 , 18.56 , 0.84 , 100.00 , -14.25 , 250 , 80.99
188649 , 20.54 , -0.65 , 100.00 , -16.00 , 250 , 81.97
188715 , 9.37 , -0.47 , 100.00 , -14.50 , 250 , 81.90
188780 , 12.50 , -0.88 , 100.00 , -15.50 , 250 , 81.91
188847 , 8.44 , 3.75 , 100.00 , -14.25 , 250 , 81.72
188912 , 5.88 , -1.06 , 100.00 , -16.00 , 250 , 80.73
188979 , 3.27 , -2.28 , 100.00 , -14.50 , 250 , 79.90
189044 , 9.09 , -4.05 , 100.00 , -20.25 , 250 , 78.61
189110 , 14.66 , -2.16 , 100.00 , -18.00 , 250 , 79.08
189176 , 4.27 , -0.65 , 90.62 , -16.25 , 226 , 78.07
189242 , 20.22 , -0.90 , 86.62 , -17.75 , 216 , 78.81
189308 , 16.86 , 6.25 , 86.00 , -17.25 , 215 , 79.45
189374 , 8.06 , 0.68 , 80.12 , -19.00 , 200 , 78.26
189441 , 22.66 , 1.53 , 74.37 , -17.50 , 185 , 79.53
189506 , 16.84 , -1.12 , 72.87 , -18.25 , 182 , 79.83
189572 , 11.03 , -0.33 , 72.87 , -20.25 , 182 , 79.04
189638 , 18.34 , -1.81 , 73.75 , -18.25 , 184 , 80.05
189704 , 16.60 , 3.20 , 72.87 , -25.25 , 182 , 78.72
189770 , 17.75 , -0.37 , 73.62 , -17.75 , 184 , 80.50
189836 , 12.62 , 0.63 , 69.75 , -18.25 , 174 , 80.08
189902 , 14.84 , -1.35 , 61.25 , -19.00 , 153 , 79.44
189968 , 15.77 , 4.34 , 67.00 , -17.25 , 167 , 80.57
190033 , 8.23 , -1.53 , 64.25 , -18.75 , 160 , 79.36
190100 , 14.26 , 0.55 , 62.13 , -17.50 , 155 , 79.61
190166 , 18.38 , -1.76 , 60.63 , -26.50 , 151 , 77.60
190232 , 14.92 , 1.33 , 61.63 , -33.75 , 154 , 75.12
190298 , 11.80 , 1.71 , 61.63 , -72.25 , 154 , 62.69
190363 , 21.67 , 0.02 , 60.75 , -79.50 , 151 , 56.49
190430 , 42.27 , -3.06 , 61.63 , -72.50 , 154 , 57.42
190495 , 72.32 , -0.97 , 60.88 , -72.25 , 152 , 60.35
190562 , 89.16 , 0.13 , 58.88 , -72.25 , 147 , 64.91
190627 , 98.00 , 0.73 , 61.63 , -72.50 , 154 , 72.10
190693 , 94.68 , 1.06 , 60.88 , -72.25 , 152 , 77.50
190759 , 92.57 , 0.31 , 61.63 , -72.25 , 154 , 82.86
190825 , 65.43 , -1.07 , 60.88 , -79.75 , 152 , 81.86
190892 , 46.75 , -2.97 , 61.63 , -72.25 , 154 , 82.53
190957 , 41.97 , -1.56 , 60.88 , -72.50 , 152 , 80.49
191023 , 34.88 , 1.37 , 58.75 , -72.50 , 146 , 77.07
191089 , 28.78 , -1.55 , 61.63 , -72.25 , 154 , 74.94
191155 , 31.00 , 1.00 , 60.88 , -72.25 , 152 , 71.80
191221 , 42.39 , -2.75 , 58.88 , -72.25 , 147 , 69.82
191287 , 48.47 , -1.77 , 60.88 , -74.00 , 152 , 69.61
191353 , 42.17 , -1.92 , 61.63 , -72.25 , 154 , 68.99
191419 , 56.45 , -0.68 , 60.88 , -72.50 , 152 , 69.35
191484 , 58.68 , 1.38 , 60.63 , -75.25 , 151 , 69.33
191551 , 62.62 , -2.10 , 61.63 , -72.25 , 154 , 71.81
191617 , 52.34 , -3.24 , 60.88 , -74.00 , 152 , 71.09
191683 , 60.31 , -1.19 , 40.63 , -72.50 , 101 , 58.36
191749 , 66.18 , -2.41 , 43.50 , -72.25 , 108 , 63.69
191815 , 75.92 , -1.86 , 43.50 , -72.25 , 108 , 66.76
191881 , 72.93 , 0.19 , 43.50 , -72.25 , 108 , 69.37
191946 , 81.15 , -1.10 , 42.75 , -72.25 , 106 , 72.01
192013 , 72.41 , -1.09 , 43.38 , -72.25 , 108 , 75.19
192078 , 66.54 , -0.85 , 42.63 , -74.00 , 106 , 74.96
192145 , 51.06 , -1.40 , 43.50 , -78.00 , 108 , 73.33
192210 , 54.67 , -1.24 , 43.50 , -72.50 , 108 , 75.07
192276 , 51.15 , -0.61 , 43.50 , -72.50 , 108 , 74.47
192343 , 51.75 , -1.34 , 40.63 , -72.25 , 101 , 70.68
192408 , 51.46 , -0.14 , 42.63 , -72.50 , 106 , 72.57
192475 , 41.09 , -1.56 , 39.88 , -72.25 , 99 , 67.18
192540 , 44.86 , 2.17 , 39.13 , -74.00 , 97 , 63.72
192607 , 54.50 , -1.68 , 39.88 , -74.75 , 99 , 64.48
192672 , 65.93 , -1.49 , 40.00 , -72.50 , 100 , 67.50
192738 , 68.57 , -1.85 , 39.75 , -72.25 , 99 , 68.85
192804 , 64.23 , 0.46 , 39.88 , -78.00 , 99 , 67.19
192870 , 58.56 , -1.31 , 39.13 , -74.00 , 97 , 67.80
192936 , 66.65 , 0.89 , 40.00 , -72.50 , 100 , 71.72
193002 , 63.86 , 2.69 , 37.13 , -74.00 , 92 , 66.47
193069 , 63.25 , 0.34 , 40.00 , -72.25 , 100 , 73.70
193134 , 56.97 , -1.29 , 40.00 , -72.25 , 100 , 73.81
193200 , 52.91 , -0.44 , 39.13 , -72.25 , 97 , 71.55
193266 , 52.32 , -2.00 , 40.00 , -78.25 , 100 , 69.95
193332 , 53.14 , 0.99 , 39.13 , -74.00 , 97 , 69.25
193398 , 54.12 , -1.22 , 39.88 , -72.00 , 99 , 71.15
193464 , 51.82 , 0.50 , 37.00 , -72.50 , 92 , 65.52
193529 , 52.26 , 0.20 , 39.88 , -72.25 , 99 , 70.09
193596 , 54.72 , 0.92 , 39.88 , -72.25 , 99 , 70.00
193661 , 59.17 , 0.21 , 36.38 , -72.50 , 90 , 63.76
193728 , 57.10 , -1.24 , 40.00 , -72.25 , 100 , 71.26
193794 , 63.55 , 1.72 , 39.13 , -73.75 , 97 , 69.72
193860 , 65.97 , 0.15 , 39.88 , -72.25 , 99 , 72.94
193926 , 63.31 , -3.19 , 39.88 , -78.25 , 99 , 70.91
193991 , 48.59 , 0.62 , 40.00 , -72.50 , 100 , 72.81
194058 , 51.97 , 0.39 , 40.00 , -72.25 , 100 , 72.37
194123 , 48.40 , -1.35 , 36.25 , -72.50 , 90 , 64.09
194190 , 49.11 , -0.52 , 39.88 , -72.50 , 99 , 69.82
194255 , 56.87 , 0.61 , 39.13 , -73.75 , 97 , 68.10
194322 , 56.73 , 2.40 , 39.88 , -72.25 , 99 , 70.16
194387 , 48.90 , 0.25 , 39.88 , -72.50 , 99 , 69.17
194453 , 61.84 , 0.47 , 39.13 , -72.25 , 97 , 68.90
194520 , 59.17 , 0.98 , 40.00 , -72.25 , 100 , 71.23
194585 , 53.30 , 1.56 , 39.13 , -79.50 , 97 , 65.37
194652 , 49.31 , -0.30 , 39.88 , -72.25 , 99 , 68.90
194717 , 57.11 , -2.07 , 39.88 , -73.25 , 99 , 68.67
194783 , 51.40 , -2.88 , 37.00 , -72.50 , 92 , 63.56
194849 , 65.40 , -1.51 , 40.00 , -72.25 , 100 , 70.51
194915 , 63.73 , -1.68 , 39.25 , -72.50 , 98 , 70.29
194981 , 58.73 , 2.50 , 39.88 , -72.25 , 99 , 71.40
195047 , 60.21 , 1.53 , 39.13 , -74.00 , 97 , 69.86
195113 , 54.83 , -0.01 , 40.13 , -72.00 , 100 , 72.41
195179 , 52.24 , -1.85 , 39.88 , -72.25 , 99 , 71.25
195245 , 50.52 , -2.34 , 39.88 , -78.00 , 99 , 67.73
195311 , 49.92 , -1.78 , 39.88 , -72.50 , 99 , 69.19
195377 , 59.81 , 0.55 , 39.25 , -72.00 , 98 , 69.42
195443 , 62.68 , -1.20 , 37.13 , -72.25 , 92 , 66.00
195509 , 52.84 , 0.76 , 39.13 , -74.00 , 97 , 68.36
195575 , 57.21 , -1.64 , 40.00 , -72.25 , 100 , 71.15
195641 , 60.39 , 0.17 , 40.00 , -72.25 , 100 , 71.80
195706 , 54.95 , 0.95 , 40.13 , -78.25 , 100 , 68.78
195773 , 55.87 , 1.13 , 40.00 , -72.25 , 100 , 71.21
195838 , 59.81 , 1.80 , 39.13 , -73.75 , 97 , 69.16
195905 , 58.31 , 0.45 , 37.00 , -72.25 , 92 , 66.52
195971 , 58.32 , -0.71 , 39.13 , -74.00 , 97 , 69.59
196037 , 58.53 , -1.46 , 39.88 , -72.25 , 99 , 71.93
196103 , 55.05 , -1.08 , 37.13 , -72.50 , 92 , 66.81
196168 , 58.38 , 2.65 , 39.13 , -72.25 , 97 , 70.89
196235 , 61.50 , -1.70 , 39.88 , -72.25 , 99 , 72.87
196300 , 63.73 , 0.45 , 39.13 , -74.00 , 97 , 71.73
196367 , 55.56 , -0.50 , 39.88 , -78.25 , 99 , 70.63
196432 , 51.23 , -1.19 , 40.00 , -72.25 , 100 , 72.99
196499 , 56.01 , 0.98 , 40.13 , -72.25 , 100 , 73.00
196564 , 56.73 , -0.36 , 36.88 , -72.25 , 92 , 67.64
196630 , 59.06 , -1.21 , 39.13 , -72.50 , 97 , 71.54
196697 , 53.86 , 1.06 , 39.88 , -72.25 , 99 , 72.60
196762 , 51.39 , -1.34 , 39.25 , -74.00 , 98 , 70.48
196829 , 51.56 , -0.66 , 40.13 , -72.25 , 100 , 71.83
196894 , 57.10 , 0.71 , 39.88 , -72.25 , 99 , 71.43
196960 , 55.18 , -2.17 , 39.88 , -72.25 , 99 , 71.36
197026 , 52.47 , -1.35 , 40.00 , -78.00 , 100 , 68.70
197092 , 53.35 , -0.90 , 39.25 , -72.25 , 98 , 69.50
197158 , 52.12 , -2.54 , 40.00 , -72.25 , 100 , 70.27
197224 , 58.30 , -1.63 , 36.38 , -74.00 , 90 , 62.47
197291 , 57.42 , -1.31 , 39.88 , -72.50 , 99 , 70.06
197356 , 63.73 , -1.16 , 40.00 , -72.25 , 100 , 71.86
197422 , 67.47 , -0.24 , 39.75 , -72.50 , 99 , 72.68
197488 , 54.15 , 0.64 , 39.88 , -72.25 , 99 , 72.53
197554 , 51.62 , -2.12 , 39.13 , -74.00 , 97 , 69.80
197620 , 50.98 , 0.48 , 39.88 , -72.25 , 99 , 71.15
197686 , 53.91 , -2.47 , 39.88 , -79.50 , 99 , 67.30
197751 , 57.51 , -2.03 , 39.88 , -72.50 , 99 , 70.38
197818 , 56.25 , -1.71 , 39.88 , -72.50 , 99 , 70.46
197883 , 49.06 , 0.06 , 36.38 , -72.25 , 90 , 63.14
197950 , 49.91 , -1.90 , 39.88 , -72.25 , 99 , 69.01
198016 , 59.90 , -1.85 , 39.13 , -73.75 , 97 , 67.62
198082 , 66.49 , -2.28 , 39.88 , -72.25 , 99 , 70.98
198148 , 60.21 , 1.27 , 40.00 , -78.25 , 100 , 69.23
198214 , 56.09 , -0.98 , 40.00 , -72.00 , 100 , 71.79
198280 , 61.43 , -0.43 , 40.00 , -72.25 , 100 , 72.47
198345 , 56.29 , -0.76 , 38.50 , -77.75 , 96 , 67.16
198412 , 56.84 , -2.22 , 40.00 , -72.25 , 100 , 72.17
198477 , 51.24 , -0.96 , 39.13 , -73.75 , 97 , 68.97
198544 , 50.36 , -1.33 , 37.13 , -72.50 , 92 , 65.14
198609 , 45.24 , -1.54 , 40.00 , -72.25 , 100 , 69.37
198675 , 58.02 , 2.04 , 40.00 , -72.25 , 100 , 69.76
198742 , 65.36 , 0.55 , 39.88 , -72.25 , 99 , 70.52
198807 , 58.79 , -0.94 , 39.13 , -79.75 , 97 , 65.85
198874 , 59.96 , 0.51 , 40.00 , -72.50 , 100 , 71.31
198939 , 61.81 , -3.33 , 39.13 , -74.00 , 97 , 69.51
199006 , 53.49 , -0.45 , 37.00 , -72.25 , 92 , 66.32
199071 , 57.02 , 0.53 , 40.00 , -72.50 , 100 , 71.83
199137 , 56.27 , -0.98 , 39.13 , -72.50 , 97 , 70.04
199203 , 66.48 , 0.72 , 39.88 , -72.25 , 99 , 72.79
199269 , 57.07 , -1.97 , 39.13 , -74.00 , 97 , 70.77
199335 , 51.71 , -0.88 , 40.00 , -72.25 , 100 , 72.78
199401 , 49.45 , 1.97 , 40.00 , -72.50 , 100 , 71.78
199467 , 50.56 , -0.47 , 39.88 , -78.00 , 99 , 67.78
199533 , 52.85 , -0.70 , 39.88 , -72.50 , 99 , 69.64
199599 , 60.34 , -0.08 , 39.13 , -66.75 , 97 , 71.97
199665 , 61.25 , -2.04 , 37.00 , -37.50 , 92 , 86.44
199731 , 51.66 , -1.21 , 39.13 , -27.25 , 97 , 96.16
199797 , 31.86 , -1.31 , 40.00 , -21.00 , 100 , 100.66
199863 , -1.42 , 3.57 , 39.13 , -6.25 , 97 , 104.63
199929 , -32.33 , -2.36 , 40.00 , 0.50 , 100 , 102.42
199995 , -51.28 , -1.35 , 39.13 , 1.75 , 97 , 95.51
200061 , -54.59 , -0.89 , 40.00 , 3.50 , 100 , 88.90
200127 , -57.47 , 1.30 , 39.88 , -2.00 , 99 , 78.56
200193 , -44.73 , 0.91 , 39.13 , 2.00 , 97 , 74.60
200259 , -21.26 , -1.36 , 39.88 , 3.50 , 99 , 72.90
200325 , -0.62 , 1.66 , 36.25 , 2.00 , 90 , 72.86
200391 , 14.63 , 1.05 , 40.00 , 3.50 , 100 , 75.78
200457 , 15.44 , 0.83 , 40.00 , 1.75 , 100 , 77.50
200523 , 20.35 , 0.04 , 40.13 , 1.75 , 100 , 80.41
200589 , 19.30 , 1.91 , 39.88 , -2.50 , 99 , 81.07
200654 , 15.08 , -1.00 , 39.25 , 2.00 , 98 , 84.98
200721 , 8.09 , 0.38 , 39.88 , 3.25 , 99 , 86.70
200786 , -0.74 , -0.19 , 39.25 , -4.00 , 98 , 83.09
200853 , -5.81 , 0.10 , 39.88 , 3.50 , 99 , 85.56
200919 , -5.00 , 1.73 , 39.88 , 3.50 , 99 , 85.09
200984 , -3.19 , 0.33 , 37.13 , 1.75 , 92 , 84.11
201051 , 0.49 , -1.77 , 40.00 , 3.25 , 100 , 84.83
201116 , -8.82 , 1.04 , 39.13 , 1.75 , 97 , 83.16
201183 , -5.94 , 0.24 , 40.00 , 3.50 , 100 , 83.27
201248 , -6.19 , -2.35 , 39.13 , -4.25 , 97 , 78.82
201315 , -5.52 , 1.70 , 40.00 , 3.50 , 100 , 81.58
201380 , 0.27 , 0.23 , 40.00 , 3.50 , 100 , 81.93
201446 , 2.75 , 1.09 , 37.00 , -3.00 , 92 , 79.19
201512 , 2.15 , 1.24 , 39.88 , 3.25 , 99 , 82.48
201578 , 7.09 , 0.55 , 39.25 , 1.75 , 98 , 82.95
201645 , 4.50 , 1.28 , 37.25 , 3.50 , 93 , 84.67
201710 , 4.19 , -0.74 , 39.88 , 1.75 , 99 , 84.38
201776 , -2.27 , -1.93 , 40.00 , 2.25 , 100 , 84.36
201842 , -5.64 , -1.10 , 39.88 , 3.50 , 99 , 84.34
201908 , -5.74 , 2.46 , 39.13 , -4.25 , 97 , 79.88
201974 , -2.97 , -2.71 , 39.88 , 3.25 , 99 , 82.85
202040 , -0.52 , 2.09 , 39.25 , 1.75 , 98 , 82.30
202106 , 3.53 , -1.48 , 37.00 , 3.50 , 92 , 83.95
202172 , -0.11 , 1.43 , 40.00 , 1.75 , 100 , 83.07
202237 , -0.58 , -2.00 , 39.88 , 2.00 , 99 , 83.21
202304 , -2.11 , 0.48 , 39.88 , 3.50 , 99 , 83.78
202370 , -1.51 , -1.79 , 39.38 , 1.75 , 98 , 82.98
202436 , -1.94 , -1.26 , 40.00 , 3.50 , 100 , 83.63
202502 , -6.60 , -0.31 , 39.13 , 1.75 , 97 , 82.19
202568 , -2.28 , -0.43 , 40.00 , -2.25 , 100 , 80.01
202634 , -5.22 , -1.76 , 40.00 , 3.50 , 100 , 81.89
202699 , 2.23 , -0.14 , 39.88 , 1.75 , 99 , 81.64
202766 , 2.11 , -0.62 , 37.00 , 3.25 , 92 , 83.03
202831 , 0.55 , -2.55 , 39.25 , 1.75 , 98 , 82.40
202898 , -0.58 , -2.35 , 40.00 , 3.25 , 100 , 83.13
202963 , -0.09 , -1.60 , 39.13 , 1.75 , 97 , 82.67
203029 , 1.40 , 1.63 , 39.88 , -2.50 , 99 , 80.81
203096 , -0.82 , -2.44 , 40.00 , 3.50 , 100 , 83.36
203161 , 2.24 , -2.48 , 39.13 , 1.75 , 97 , 83.11
203228 , 0.03 , 0.88 , 40.00 , -2.25 , 100 , 81.19
203293 , -5.48 , -0.44 , 39.13 , 1.75 , 97 , 82.20
203360 , 0.68 , -0.43 , 40.00 , 3.25 , 100 , 83.09
203425 , -1.85 , -2.03 , 37.13 , 1.75 , 92 , 82.49
203491 , -4.33 , 0.72 , 40.00 , 1.75 , 100 , 81.89
203557 , -0.17 , -0.41 , 39.88 , 3.50 , 99 , 82.88
203623 , -1.58 , -0.97 , 39.13 , 1.75 , 97 , 82.10
203689 , -1.05 , 0.52 , 40.00 , -2.50 , 100 , 79.96
203755 , -0.57 , -2.40 , 39.13 , 1.75 , 97 , 81.75
203822 , 0.33 , -1.16 , 39.88 , 3.50 , 99 , 82.76
203887 , 4.96 , -1.52 , 37.00 , -2.25 , 92 , 80.69
203953 , 3.59 , 0.36 , 40.00 , 2.00 , 100 , 83.14
204019 , 3.03 , 0.07 , 39.88 , 3.25 , 99 , 84.29
204085 , -0.43 , 0.29 , 36.25 , 1.75 , 90 , 83.85
204151 , -4.80 , 0.25 , 40.00 , 3.25 , 100 , 83.84
204217 , -0.18 , 2.23 , 39.25 , 1.75 , 98 , 83.33
204282 , -0.73 , -2.69 , 39.88 , 3.25 , 99 , 84.04
204349 , -3.07 , -0.66 , 39.88 , -2.25 , 99 , 81.10
204414 , -5.07 , 2.10 , 39.88 , 1.75 , 99 , 82.15
204481 , -2.98 , -0.93 , 39.88 , 3.25 , 99 , 82.62
204547 , -4.00 , -2.13 , 36.25 , 1.75 , 90 , 81.77
204613 , -1.70 , 1.19 , 40.00 , 3.25 , 100 , 82.24
204679 , -2.43 , 2.84 , 39.50 , 1.75 , 98 , 81.48
204744 , -0.29 , 5.43 , 37.13 , 3.50 , 92 , 82.66
204811 , 1.63 , -2.90 , 40.00 , 3.50 , 100 , 82.91
204876 , -2.46 , -1.59 , 39.13 , 2.00 , 97 , 82.18
204943 , 1.95 , 4.93 , 39.88 , 3.25 , 99 , 83.17
205008 , -0.38 , -3.42 , 39.13 , -3.75 , 97 , 79.81
205075 , 0.39 , 1.49 , 40.00 , 3.25 , 100 , 82.99
205140 , 2.84 , 1.11 , 39.88 , 1.75 , 99 , 82.89
205206 , -0.59 , -1.45 , 37.00 , 2.00 , 92 , 83.16
205273 , 2.82 , -0.23 , 39.88 , 3.25 , 99 , 84.13
205338 , 1.14 , -1.24 , 39.13 , 2.00 , 97 , 83.90
205405 , -1.56 , 0.06 , 47.88 , 3.50 , 119 , 84.08
205470 , -6.57 , 0.83 , 68.62 , 1.75 , 171 , 82.55
205537 , -7.06 , 1.05 , 79.25 , 3.50 , 198 , 82.05
205602 , -5.73 , 0.86 , 88.75 , 3.25 , 221 , 81.45
205668 , -0.74 , 0.77 , 100.00 , -4.00 , 250 , 80.17
205734 , -2.76 , -1.03 , 100.00 , 3.50 , 250 , 80.86
205800 , -0.75 , 0.38 , 100.00 , 1.75 , 250 , 80.73
205867 , 8.31 , 1.52 , 100.00 , 3.25 , 250 , 82.24
205932 , 9.35 , -2.22 , 100.00 , 2.00 , 250 , 83.49
205999 , 4.17 , -3.01 , 100.00 , 3.50 , 250 , 84.39
206064 , -3.30 , -2.13 , 100.00 , 3.50 , 250 , 84.14
206130 , -1.25 , -2.59 , 100.00 , -4.00 , 250 , 82.74
206196 , -9.21 , -1.45 , 100.00 , 3.50 , 250 , 82.49
206262 , -1.07 , -0.16 , 100.00 , 1.75 , 250 , 82.26
206328 , -4.64 , -1.43 , 100.00 , -2.00 , 250 , 81.04
206394 , -2.95 , -2.25 , 100.00 , 1.75 , 250 , 81.14
206460 , -6.11 , 1.88 , 100.00 , 1.75 , 250 , 80.47
206526 , -0.31 , -0.62 , 100.00 , 3.25 , 250 , 80.87
206592 , 5.57 , -1.09 , 100.00 , 1.75 , 250 , 81.59
206658 , 6.74 , -4.44 , 100.00 , 3.50 , 250 , 82.93
206724 , 9.30 , 0.87 , 100.00 , 2.00 , 250 , 84.09
206790 , 8.69 , -1.31 , 100.00 , -2.50 , 250 , 84.43
206856 , -8.81 , 1.15 , 100.00 , -3.25 , 250 , 82.71
206922 , -8.51 , -2.62 , 100.00 , -7.00 , 250 , 80.50
206988 , -2.06 , 1.44 , 100.00 , -4.25 , 250 , 80.06
207053 , -1.61 , -1.64 , 100.00 , -5.75 , 250 , 79.16
207120 , 4.61 , 0.18 , 100.00 , -11.75 , 250 , 78.10
207185 , 13.13 , 0.03 , 100.00 , -14.25 , 250 , 78.29
207252 , 9.95 , 0.45 , 100.00 , -3.50 , 250 , 80.36
207318 , 16.26 , -0.74 , 100.00 , -6.50 , 250 , 81.58
207383 , 15.45 , 0.06 , 100.00 , -5.50 , 250 , 83.14
207450 , 13.45 , -0.56 , 100.00 , -14.25 , 250 , 82.61
